uri,title,terms,term_types
/subjects/25835,Chuhuïv (Ukraine),Chuhuïv (Ukraine),geographic
/subjects/24377,"World War, 1939-1945 -- vPersonal narratives, Jewish","World War, 1939-1945;vPersonal narratives, Jewish",topical;topical
/subjects/35589,"Israel-Arab War, 1967 -- Personal narratives","Israel-Arab War, 1967;Personal narratives",topical;genre_form
/subjects/31933,Odense (Denmark),Odense (Denmark),geographic
/subjects/39050,Makó (Hungary),Makó (Hungary),geographic
/subjects/41298,Malech (Belarus),Malech (Belarus),geographic
/subjects/31030,Pukanec (Slovakia),Pukanec (Slovakia),geographic
/subjects/36521,Zigeunerlager (Gypsy Lager),Zigeunerlager (Gypsy Lager),topical
/subjects/22098,Mercogliano (Italy),Mercogliano (Italy),geographic
/subjects/23723,"Höchst (Altenstadt, Hesse, Germany)","Höchst (Altenstadt, Hesse, Germany)",geographic
/subjects/38495,Pravice (Czech Republic),Pravice (Czech Republic),geographic
/subjects/26171,Vel̕ké Leváre (Slovakia),Vel̕ké Leváre (Slovakia),geographic
/subjects/32077,"Spain -- History -- Civil War, 1936-1939 -- Participation, Foreign","Spain;History;Civil War, 1936-1939;Participation, Foreign",geographic;topical;temporal;topical
/subjects/23666,Mława (Poland),Mława (Poland),geographic
/subjects/22974,"Leskovac (Leskovac, Serbia)","Leskovac (Leskovac, Serbia)",geographic
/subjects/35248,"Tovste (Ternopilʹsʹka oblastʹ, Ukraine)","Tovste (Ternopilʹsʹka oblastʹ, Ukraine)",geographic
/subjects/40718,Westende (Belgium),Westende (Belgium),geographic
/subjects/37625,Castelnaudary (France),Castelnaudary (France),geographic
/subjects/28180,İzmir (Turkey),İzmir (Turkey),geographic
/subjects/33666,Koper (Slovenia),Koper (Slovenia),geographic
/subjects/27275,Jülich (Germany),Jülich (Germany),geographic
/subjects/25248,"Israel-Arab War, 1948-1949","Israel-Arab War, 1948-1949",topical
/subjects/38883,Tomsk (Russia),Tomsk (Russia),geographic
/subjects/34459,"Norway -- History -- German occupation, 1940-1945","Norway;History;German occupation, 1940-1945",geographic;topical;temporal
/subjects/36464,Jews -- Belarus -- Dzi︠a︡rėchyn,Jews;Belarus;Dzi︠a︡rėchyn,topical;geographic;geographic
/subjects/33236,Jews -- Romania -- Tîrgu-Mureș,Jews;Romania;Tîrgu-Mureș,topical;geographic;geographic
/subjects/27625,Orphanages -- United States,Orphanages;United States,topical;geographic
/subjects/26937,Dămăcușeni (Romania),Dămăcușeni (Romania),geographic
/subjects/22427,Koningslo (Belgium),Koningslo (Belgium),geographic
/subjects/30733,Child psychology,Child psychology,topical
/subjects/29512,Gallarate (Italy),Gallarate (Italy),geographic
/subjects/40431,Abaújvár (Hungary),Abaújvár (Hungary),geographic
/subjects/38753,Horní Jelenec (Slovakia),Horní Jelenec (Slovakia),geographic
/subjects/24770,Lörrach (Germany),Lörrach (Germany),geographic
/subjects/35161,Fröndenberg (Germany),Fröndenberg (Germany),geographic
/subjects/39512,Prusków (Poland),Prusków (Poland),geographic
/subjects/41670,"Zeilsheim (Frankfurt am Main, Germany)","Zeilsheim (Frankfurt am Main, Germany)",geographic
/subjects/27449,Kopřivnice (Czech Republic),Kopřivnice (Czech Republic),geographic
/subjects/34635,Physicians.2lcsh,Physicians.2lcsh,occupation
/subjects/28616,Bonn (Germany),Bonn (Germany),geographic
/subjects/29457,Golovchynʹtse (Ukraine),Golovchynʹtse (Ukraine),geographic
/subjects/29007,Krosno Odrzańskie (Poland),Krosno Odrzańskie (Poland),geographic
/subjects/30226,Wolfsegg (Austria),Wolfsegg (Austria),geographic
/subjects/23187,Bojná (Slovakia),Bojná (Slovakia),geographic
/subjects/24642,Jews -- Denmark -- Social conditions,Jews;Denmark;Social conditions,topical;geographic;topical
/subjects/40153,Czyżewo (Poland),Czyżewo (Poland),geographic
/subjects/31913,Zembrzyce (Poland),Zembrzyce (Poland),geographic
/subjects/39070,"World War, 1939-1945 -- Underground movements -- Poland","World War, 1939-1945;Underground movements;Poland",topical;topical;geographic
/subjects/36385,Bydgoszcz (Poland),Bydgoszcz (Poland),geographic
/subjects/35950,Glückstadt (Germany),Glückstadt (Germany),geographic
/subjects/34212,Brivio (Italy),Brivio (Italy),geographic
/subjects/41312,Buziaș (Romania),Buziaș (Romania),geographic
/subjects/40915,Jasionówka (Poland),Jasionówka (Poland),geographic
/subjects/22329,Michalovce (Slovakia),Michalovce (Slovakia),geographic
/subjects/25116,Brekov (Slovakia),Brekov (Slovakia),geographic
/subjects/28374,Z︠H︡lobin (Belarus),Z︠H︡lobin (Belarus),geographic
/subjects/22283,Lut︠s︡ʹk (Poland),Lut︠s︡ʹk (Poland),geographic
/subjects/25546,Nyáregyháza (Hungary),Nyáregyháza (Hungary),geographic
/subjects/31155,"World War, 1939-1945 -- Participation, English","World War, 1939-1945;Participation, English",topical;topical
/subjects/35116,Saint-Lambert-du-Lattay (France),Saint-Lambert-du-Lattay (France),geographic
/subjects/29135,Mikashevichy (Belarus),Mikashevichy (Belarus),geographic
/subjects/38724,Palestine -- Emigration and immigration,Palestine;Emigration and immigration,geographic;topical
/subjects/24707,Ter Apel (Netherlands),Ter Apel (Netherlands),geographic
/subjects/32329,North Rhine-Westphalia (Germany),North Rhine-Westphalia (Germany),geographic
/subjects/26690,Obdokovská Pusta (Slovakia),Obdokovská Pusta (Slovakia),geographic
/subjects/24357,Ans (Belgium),Ans (Belgium),geographic
/subjects/23492,Typhus fever,Typhus fever,topical
/subjects/37081,Podujevo (Kosovo),Podujevo (Kosovo),geographic
/subjects/25395,Rostov (Russia),Rostov (Russia),geographic
/subjects/27652,Lipcani (Moldova),Lipcani (Moldova),geographic
/subjects/33611,Lăpuşna (Romania),Lăpuşna (Romania),geographic
/subjects/23241,Panama (Panama),Panama (Panama),geographic
/subjects/36940,Mahili͡oŭ (Belarus),Mahili͡oŭ (Belarus),geographic
/subjects/32450,Włodowa (Poland),Włodowa (Poland),geographic
/subjects/32000,Mexico,Mexico,geographic
/subjects/26106,Magerov (Ukraine),Magerov (Ukraine),geographic
/subjects/23304,Halmeu (Romania),Halmeu (Romania),geographic
/subjects/34838,Mostysʹka (Ukraine),Mostysʹka (Ukraine),geographic
/subjects/37717,Monaco,Monaco,geographic
/subjects/26556,"Stavropolʹ (Stavropolʹskiĭ kraĭ, Russia)","Stavropolʹ (Stavropolʹskiĭ kraĭ, Russia)",geographic
/subjects/30482,Schwandorf in Bayern (Germany),Schwandorf in Bayern (Germany),geographic
/subjects/37347,Conversion -- Judaism -- Converts from Christianity,Conversion;Judaism;Converts from Christianity,topical;topical;topical
/subjects/33304,Międzyrzecz (Poland),Międzyrzecz (Poland),geographic
/subjects/31339,"Łuków (Lublin, Poland)","Łuków (Lublin, Poland)",geographic
/subjects/27717,Voroni︠a︡ky (Ukraine),Voroni︠a︡ky (Ukraine),geographic
/subjects/39709,Collective memory -- Germany,Collective memory;Germany,topical;geographic
/subjects/22515,Yablonʹka (Ukraine),Yablonʹka (Ukraine),geographic
/subjects/32846,Jews -- Serbia -- Subotica (Subotica),Jews;Serbia;Subotica (Subotica),topical;geographic;geographic
/subjects/33754,Legnica (Poland),Legnica (Poland),geographic
/subjects/24992,Juan-les-Pins (France),Juan-les-Pins (France),geographic
/subjects/25454,Tverʹ (Russia),Tverʹ (Russia),geographic
/subjects/37890,Artists,Artists,topical
/subjects/28636,Prisoners of War -- Slovakia,Prisoners of War;Slovakia,topical;geographic
/subjects/40807,Borgo San Dalmazzo (Italy),Borgo San Dalmazzo (Italy),geographic
/subjects/27039,Bukachevtsy (Ukraine),Bukachevtsy (Ukraine),geographic
/subjects/37469,Rossignol (Belgium),Rossignol (Belgium),geographic
/subjects/27890,Aranđelovac (Serbia),Aranđelovac (Serbia),geographic
/subjects/40554,Aversa (Italy),Aversa (Italy),geographic
/subjects/23580,Scheveningen (Netherlands),Scheveningen (Netherlands),geographic
/subjects/30656,Stráže (Czechoslovakia),Stráže (Czechoslovakia),geographic
/subjects/33979,Sródborów (Poland),Sródborów (Poland),geographic
/subjects/39924,Norrköping (Sweden),Norrköping (Sweden),geographic
/subjects/38323,Tangerang (Indonesia),Tangerang (Indonesia),geographic
/subjects/31801,Cluj-Napoca (Romania),Cluj-Napoca (Romania),geographic
/subjects/35511,"Brooklyn (New York, N.Y.)","Brooklyn (New York, N.Y.)",geographic
/subjects/24750,Radomsko (Poland),Radomsko (Poland),geographic
/subjects/29498,Komarów-Osada (Poland),Komarów-Osada (Poland),geographic
/subjects/35141,Auriac-sur-Vendinelle (France),Auriac-sur-Vendinelle (France),geographic
/subjects/23996,Miltenberg (Germany),Miltenberg (Germany),geographic
/subjects/25141,Chutove (Ukraine),Chutove (Ukraine),geographic
/subjects/22684,Quarata (Italy),Quarata (Italy),geographic
/subjects/34750,Alba Iulia (Romania),Alba Iulia (Romania),geographic
/subjects/35842,Courbevoie (France),Courbevoie (France),geographic
/subjects/28773,Rumšiškės (Lithuania),Rumšiškės (Lithuania),geographic
/subjects/35792,Solotvyno (Ukraine),Solotvyno (Ukraine),geographic
/subjects/23646,Kalisz (Poland),Kalisz (Poland),geographic
/subjects/40368,"Rączki (Województwo Warmińsko-Mazurskie, Poland)","Rączki (Województwo Warmińsko-Mazurskie, Poland)",geographic
/subjects/37255,Lucerne (Switzerland),Lucerne (Switzerland),geographic
/subjects/32407,Citizenship -- Germany,Citizenship;Germany,topical;geographic
/subjects/24029,Jews -- Ukraine -- Vinnyt︠s︡i︠a︡,Jews;Ukraine;Vinnyt︠s︡i︠a︡,topical;geographic;geographic
/subjects/36917,Lärbro (Sweden),Lärbro (Sweden),geographic
/subjects/41083,Zvur (Ukraine),Zvur (Ukraine),geographic
/subjects/22057,Saint-Brieuc (France),Saint-Brieuc (France),geographic
/subjects/41579,Krajenka (Poland),Krajenka (Poland),geographic
/subjects/34479,Manětín (Czech Republic),Manětín (Czech Republic),geographic
/subjects/31381,Szolnok (Hungary),Szolnok (Hungary),geographic
/subjects/25638,Dubrava (Ukraine),Dubrava (Ukraine),geographic
/subjects/38909,Mosor Mountains (Croatia),Mosor Mountains (Croatia),geographic
/subjects/27605,Sokhós (Greece),Sokhós (Greece),geographic
/subjects/26917,"Czerniaków (Warsaw, Poland)","Czerniaków (Warsaw, Poland)",geographic
/subjects/32811,"Israel-Arab War, 1967","Israel-Arab War, 1967",topical
/subjects/33703,Zymna Voda (Ukraine),Zymna Voda (Ukraine),geographic
/subjects/30986,Cimochy (Poland),Cimochy (Poland),geographic
/subjects/33353,Girenbad (Switzerland),Girenbad (Switzerland),geographic
/subjects/41596,Kaminʹ-Kashyrsʹkyĭ (Ukraine),Kaminʹ-Kashyrsʹkyĭ (Ukraine),geographic
/subjects/26852,Rastatt (Germany),Rastatt (Germany),geographic
/subjects/24496,Revolts in concentration camps,Revolts in concentration camps,topical
/subjects/32542,Cuba,Cuba,geographic
/subjects/40387,Zlín (Czech Republic),Zlín (Czech Republic),geographic
/subjects/25911,Zedlitz (Germany),Zedlitz (Germany),geographic
/subjects/40112,Bielowice (Poland),Bielowice (Poland),geographic
/subjects/29031,Smederevo (Serbia),Smederevo (Serbia),geographic
/subjects/29461,Smilavichy (Belarus),Smilavichy (Belarus),geographic
/subjects/31401,Jews -- Poland -- Lublin,Jews;Poland;Lublin,topical;geographic;geographic
/subjects/40811,"World War, 1939-1945 -- Underground movements -- Czech Republic","World War, 1939-1945;Underground movements;Czech Republic",topical;topical;geographic
/subjects/34603,Jews -- Ukraine -- Ostroh,Jews;Ukraine;Ostroh,topical;geographic;geographic
/subjects/37886,Berane (Montenegro),Berane (Montenegro),geographic
/subjects/36794,Jews -- Poland -- Białobrzegi (Radom),Jews;Poland;Białobrzegi (Radom),topical;geographic;geographic
/subjects/29898,Povrazník (Slovakia),Povrazník (Slovakia),geographic
/subjects/39461,Kozelník (Slovakia),Kozelník (Slovakia),geographic
/subjects/27185,Freilassing (Germany),Freilassing (Germany),geographic
/subjects/34253,Neuzelle (Germany),Neuzelle (Germany),geographic
/subjects/40954,Hódmezővásárhely (Hungary),Hódmezővásárhely (Hungary),geographic
/subjects/35854,Concentration camp inmates,Concentration camp inmates,topical
/subjects/28765,Lušci Palanka (Bosnia and Hercegovina),Lušci Palanka (Bosnia and Hercegovina),geographic
/subjects/37869,Storoz͡hynet͡sʹ (Ukraine),Storoz͡hynet͡sʹ (Ukraine),geographic
/subjects/29877,Levice (Slovakia),Levice (Slovakia),geographic
/subjects/39174,"World War, 1939-1945 -- Participation -- Jewish","World War, 1939-1945;Participation;Jewish",topical;topical;topical
/subjects/41216,Sremska Mitrovica (Serbia),Sremska Mitrovica (Serbia),geographic
/subjects/28335,Jews -- Ukraine -- Sokalʹ,Jews;Ukraine;Sokalʹ,topical;geographic;geographic
/subjects/29174,"World War, 1939-1945 -- Jewish resistance -- Lithuania -- Vilnius","World War, 1939-1945;Jewish resistance;Lithuania;Vilnius",topical;topical;geographic;geographic
/subjects/32692,Moldava nad Bodvou (Slovakia),Moldava nad Bodvou (Slovakia),geographic
/subjects/30355,Jews -- Poland -- Hrubieszów,Jews;Poland;Hrubieszów,topical;geographic;geographic
/subjects/37490,Illegitimate children,Illegitimate children,topical
/subjects/23129,Sarajevo (Bosnia and Herzegovina),Sarajevo (Bosnia and Herzegovina),geographic
/subjects/38335,Asten (Austria),Asten (Austria),geographic
/subjects/36002,Łask (Poland),Łask (Poland),geographic
/subjects/26901,Libya,Libya,geographic
/subjects/27613,Jews -- Poland -- Social life and customs,Jews;Poland;Social life and customs,topical;geographic;topical
/subjects/33200,Royan (France),Royan (France),geographic
/subjects/36452,Pszczonów (Poland),Pszczonów (Poland),geographic
/subjects/24896,Kozin (Ukraine),Kozin (Ukraine),geographic
/subjects/41095,Skierniewice (Poland),Skierniewice (Poland),geographic
/subjects/33650,"Wales, South","Wales, South",geographic
/subjects/34195,Serbia,Serbia,geographic
/subjects/23200,Kralovany (Slovakia),Kralovany (Slovakia),geographic
/subjects/30586,Czerniejewo (Poland),Czerniejewo (Poland),geographic
/subjects/26452,Anti-Nazi movement -- Germany -- Berlin,Anti-Nazi movement;Germany;Berlin,topical;geographic;geographic
/subjects/40684,La Celle-Saint-Cloud (France),La Celle-Saint-Cloud (France),geographic
/subjects/35784,"Lahn (Hesse, Germany)","Lahn (Hesse, Germany)",geographic
/subjects/32041,"World War, 1939-1945 -- Conscript labor -- Germany -- Leipzig","World War, 1939-1945;Conscript labor;Germany;Leipzig",topical;topical;geographic;geographic
/subjects/34896,Przasnysz (Poland),Przasnysz (Poland),geographic
/subjects/32554,Johannesburg (South Africa),Johannesburg (South Africa),geographic
/subjects/30569,Jelenia Góra (Poland),Jelenia Góra (Poland),geographic
/subjects/30093,Philadelphia (Pa.),Philadelphia (Pa.),geographic
/subjects/34879,Trier (Germany),Trier (Germany),geographic
/subjects/36844,Sint-Andries (Belgium),Sint-Andries (Belgium),geographic
/subjects/38509,Rio de Janeiro (Brazil),Rio de Janeiro (Brazil),geographic
/subjects/27756,Kibbutzim,Kibbutzim,topical
/subjects/22554,Identification (Religion),Identification (Religion),topical
/subjects/28509,"World War, 1939-1945 -- Participation -- French","World War, 1939-1945;Participation;French",topical;topical;topical
/subjects/22104,"Transnistria (Ukraine : Territory under German and Romanian occupation, 1941-1944)","Transnistria (Ukraine : Territory under German and Romanian occupation, 1941-1944)",geographic
/subjects/31006,Moulins (France),Moulins (France),geographic
/subjects/39436,Villeneuve-de-Berg (France),Villeneuve-de-Berg (France),geographic
/subjects/25415,Kelmė (Lithuania),Kelmė (Lithuania),geographic
/subjects/27428,Sampont (Belgium),Sampont (Belgium),geographic
/subjects/27582,Avignon (France),Avignon (France),geographic
/subjects/33191,"World War, 1939-1945 -- Romanies","World War, 1939-1945;Romanies",topical;topical
/subjects/29965,Jews -- Poland -- Czyżew-Osada,Jews;Poland;Czyżew-Osada,topical;geographic;geographic
/subjects/36669,Eboli (Italy),Eboli (Italy),geographic
/subjects/34654,Poland -- Ethnic relations,Poland;Ethnic relations,geographic;topical
/subjects/36393,Magyarkeresztúr (Hungary),Magyarkeresztúr (Hungary),topical
/subjects/25045,Zbaraż (Poland),Zbaraż (Poland),geographic
/subjects/40515,Starokosti͡antyniv (Ukraine),Starokosti͡antyniv (Ukraine),geographic
/subjects/37428,Khaskovo (Bulgaria : Oblast),Khaskovo (Bulgaria : Oblast),geographic
/subjects/31905,Luchinets (Ukraine),Luchinets (Ukraine),geographic
/subjects/40145,Espionage,Espionage,topical
/subjects/26669,Vaux-sous-Chèvremont (France),Vaux-sous-Chèvremont (France),geographic
/subjects/25946,Draveil (France),Draveil (France),geographic
/subjects/37097,"Laval (Mayenne, France)","Laval (Mayenne, France)",geographic
/subjects/24341,Kovelʹ (Ukraine),Kovelʹ (Ukraine),geographic
/subjects/26686,Leeds (England),Leeds (England),geographic
/subjects/40450,Kavajë (Albania : Rrethi),Kavajë (Albania : Rrethi),geographic
/subjects/35550,"Feldbach (Styria, Austria)","Feldbach (Styria, Austria)",geographic
/subjects/29573,Vilmány (Hungary),Vilmány (Hungary),geographic
/subjects/30302,Postwar experiencees,Postwar experiencees,topical
/subjects/38732,Archangelʹskai︠a︡ oblastʹ (R.S.F.S.R.),Archangelʹskai︠a︡ oblastʹ (R.S.F.S.R.),geographic
/subjects/41611,Salornay-sur-Guye (France),Salornay-sur-Guye (France),geographic
/subjects/34711,Lille (France),Lille (France),geographic
/subjects/23607,Martynuv Stary (Ukraine),Martynuv Stary (Ukraine),geographic
/subjects/40283,Prisoners of War -- Norway,Prisoners of War;Norway,topical;geographic
/subjects/36956,Montreux (Switzerland),Montreux (Switzerland),geographic
/subjects/24592,Ulič (Slovakia),Ulič (Slovakia),geographic
/subjects/33607,Auvillar (France),Auvillar (France),geographic
/subjects/32915,San Salvador (El Salvador),San Salvador (El Salvador),geographic
/subjects/30928,Lesko (Poland),Lesko (Poland),geographic
/subjects/41492,Pezinok (Slovakia),Pezinok (Slovakia),geographic
/subjects/22446,Zagreb (Croatia),Zagreb (Croatia),geographic
/subjects/25383,Verkhovka (Ukraine),Verkhovka (Ukraine),geographic
/subjects/31285,Napajedla (Czech Republic),Napajedla (Czech Republic),geographic
/subjects/24984,"World War, 1939-1945 -- Jewish resistance -- Poland","World War, 1939-1945;Jewish resistance;Poland",topical;topical;geographic
/subjects/22153,Baden-Baden (Germany),Baden-Baden (Germany),geographic
/subjects/41187,Palma de Mallorca (Spain),Palma de Mallorca (Spain),geographic
/subjects/33742,Herby (Poland),Herby (Poland),geographic
/subjects/27701,Ozeri︠a︡ny (Ukraine),Ozeri︠a︡ny (Ukraine),geographic
/subjects/30494,Solʹ-Iletskiĭ raĭon (Russia),Solʹ-Iletskiĭ raĭon (Russia),geographic
/subjects/23742,Cologne (Germany),Cologne (Germany),geographic
/subjects/40796,Nowy Sącz (Poland),Nowy Sącz (Poland),geographic
/subjects/35696,Jonzac (France),Jonzac (France),geographic
/subjects/26110,"Santos (São Paulo, Brazil)","Santos (São Paulo, Brazil)",geographic
/subjects/38319,Catholic converts,Catholic converts,topical
/subjects/26307,Abterode (Germany),Abterode (Germany),geographic
/subjects/33806,Civitavecchia (Italy),Civitavecchia (Italy),geographic
/subjects/32714,Kos (Greece),Kos (Greece),geographic
/subjects/25878,Jews -- Romania -- Satu Mare,Jews;Romania;Satu Mare,topical;geographic;geographic
/subjects/27845,Berlin (Germany),Berlin (Germany),geographic
/subjects/30379,Baraolt (Romania),Baraolt (Romania),geographic
/subjects/29158,Nationalism -- Study and teaching -- Germany,Nationalism;Study and teaching;Germany,topical;topical;geographic
/subjects/31991,Forests and forestry,Forests and forestry,topical
/subjects/27516,Montélimar (France),Montélimar (France),geographic
/subjects/23806,Jews -- Poland -- Skarżysko-Kamienna,Jews;Poland;Skarżysko-Kamienna,topical;geographic;geographic
/subjects/41390,Jewish refugees,Jewish refugees,topical
/subjects/34290,Taverny (France),Taverny (France),geographic
/subjects/37845,Political prisoners,Political prisoners,topical
/subjects/31092,Turkey,Turkey,geographic
/subjects/25481,Jews -- Belarus -- Lida,Jews;Belarus;Lida,topical;geographic;geographic
/subjects/22651,Szczelatyn (Poland),Szczelatyn (Poland),geographic
/subjects/25194,Rättvik (Sweden),Rättvik (Sweden),geographic
/subjects/27453,Leżajsk (Poland),Leżajsk (Poland),geographic
/subjects/33040,Kopytów (Poland),Kopytów (Poland),geographic
/subjects/33410,"World War, 1939-1945 -- Prisoners and prisons -- German","World War, 1939-1945;Prisoners and prisons;German",topical;topical;topical
/subjects/37453,Tunisia,Tunisia,geographic
/subjects/22128,Cabourg (France),Cabourg (France),geographic
/subjects/30816,Głuchołazy (Poland),Głuchołazy (Poland),geographic
/subjects/25317,Prague (Czech Republic),Prague (Czech Republic),geographic
/subjects/22578,King's Lynn (England),King's Lynn (England),geographic
/subjects/28175,Hoenderlo (Netherlands),Hoenderlo (Netherlands),geographic
/subjects/36491,"Bockenheim (Frankfurt am Main, Germany)","Bockenheim (Frankfurt am Main, Germany)",geographic
/subjects/33369,Blind,Blind,topical
/subjects/40647,National socialism -- Germany -- Passau,National socialism;Germany;Passau,topical;geographic;geographic
/subjects/30545,Kybartai (Lithuania),Kybartai (Lithuania),geographic
/subjects/38175,Vendine (France),Vendine (France),geographic
/subjects/23386,Abbeville (France),Abbeville (France),geographic
/subjects/40352,Jews -- Poland -- Dubrovitsa,Jews;Poland;Dubrovitsa,topical;geographic;geographic
/subjects/26184,Starye Dorogi (Byelorussian S.S.R.),Starye Dorogi (Byelorussian S.S.R.),geographic
/subjects/30400,Forced repatriation,Forced repatriation,topical
/subjects/38030,L'Estaque (France),L'Estaque (France),geographic
/subjects/40702,Vysokinichi (Russia),Vysokinichi (Russia),geographic
/subjects/28933,Intelligence service -- United States,Intelligence service;United States,topical;geographic
/subjects/31641,Biejków (Poland),Biejków (Poland),geographic
/subjects/41543,Jews -- Denmark -- Social life and customs,Jews;Denmark;Social life and customs,topical;geographic;topical
/subjects/26887,Gyoma (Hungary),Gyoma (Hungary),geographic
/subjects/27795,Żarki (Poland),Żarki (Poland),geographic
/subjects/38899,Vlčkovce (Slovakia),Vlčkovce (Slovakia),geographic
/subjects/28460,Tarbes (France),Tarbes (France),geographic
/subjects/31211,Karczew (Poland),Karczew (Poland),geographic
/subjects/39621,Jumet (Belgium),Jumet (Belgium),geographic
/subjects/24910,Ruda Yavorskaya (Belarus),Ruda Yavorskaya (Belarus),geographic
/subjects/25602,Chotomów (Poland),Chotomów (Poland),geographic
/subjects/38933,Blachownia Śląska (Poland),Blachownia Śląska (Poland),geographic
/subjects/34013,"Serednje (Zakarpatsʹka oblastʹ, Ukraine)","Serednje (Zakarpatsʹka oblastʹ, Ukraine)",geographic
/subjects/27111,Roux (Belgium),Roux (Belgium),geographic
/subjects/40885,Condé-sur-Huisne (France),Condé-sur-Huisne (France),geographic
/subjects/35985,"Warnemünde (Rostock, Germany)","Warnemünde (Rostock, Germany)",geographic
/subjects/26700,Isbergues (France),Isbergues (France),geographic
/subjects/40186,Lons-le-Saunier (France),Lons-le-Saunier (France),geographic
/subjects/24678,Port-de-Bouc (France),Port-de-Bouc (France),geographic
/subjects/40493,Belz (Ukraine),Belz (Ukraine),geographic
/subjects/40169,Vienne (France),Vienne (France),geographic
/subjects/31929,Ruz︠h︡yn (Ukraine),Ruz︠h︡yn (Ukraine),geographic
/subjects/35439,Chaykovshchina (Ukraine),Chaykovshchina (Ukraine),geographic
/subjects/37404,Caussade (France),Caussade (France),geographic
/subjects/23017,Partisans,Partisans,topical
/subjects/25069,Communism -- Yugoslavia -- History,Communism;Yugoslavia;History,topical;geographic;topical
/subjects/27054,Jews -- Ukraine -- Senkevichevka,Jews;Ukraine;Senkevichevka,topical;geographic;geographic
/subjects/34382,Skaryszew (Poland),Skaryszew (Poland),geographic
/subjects/34678,Rocherath (Belgium),Rocherath (Belgium),geographic
/subjects/31180,"Rufugees, Jewish","Rufugees, Jewish",topical
/subjects/25593,Psychiatrists,Psychiatrists,topical
/subjects/22256,Jews -- Poland -- Końskowola,Jews;Poland;Końskowola,topical;geographic;geographic
/subjects/22606,Jews -- Ukraine -- Rafalivka,Jews;Ukraine;Rafalivka,topical;geographic;geographic
/subjects/37687,War crime trials -- Greece,War crime trials;Greece,topical;geographic
/subjects/36995,Derebchin (Ukraine),Derebchin (Ukraine),geographic
/subjects/29699,Calais (France),Calais (France),geographic
/subjects/38572,Myadzyel (Belarus),Myadzyel (Belarus),geographic
/subjects/38088,Burma,Burma,geographic
/subjects/26096,Maladzechna (Belarus),Maladzechna (Belarus),geographic
/subjects/32485,Scapa Flow (Scotland),Scapa Flow (Scotland),geographic
/subjects/31303,Bački Petrovac (Serbia),Bački Petrovac (Serbia),geographic
/subjects/34101,Čičmany (Slovakia),Čičmany (Slovakia),geographic
/subjects/31753,Heerenveen (Netherlands),Heerenveen (Netherlands),geographic
/subjects/30841,Hrubieszów (Poland),Hrubieszów (Poland),geographic
/subjects/27687,Saint-Amand-Mont-Rond (France),Saint-Amand-Mont-Rond (France),geographic
/subjects/33294,Vievis (Lithuania),Vievis (Lithuania),geographic
/subjects/34551,San Sebastián (Spain),San Sebastián (Spain),geographic
/subjects/28067,Geilenkirchen (Germany),Geilenkirchen (Germany),geographic
/subjects/31246,Cortona (Italy),Cortona (Italy),geographic
/subjects/41514,Visits of state -- Germany (West),Visits of state;Germany (West),topical;geographic
/subjects/34414,Birštonas (Lithuania),Birštonas (Lithuania),geographic
/subjects/39226,Birthparents,Birthparents,topical
/subjects/40755,Ghent (Belgium),Ghent (Belgium),geographic
/subjects/28964,Nemilov (Ukraine),Nemilov (Ukraine),geographic
/subjects/35655,Mutal aid,Mutal aid,topical
/subjects/29226,Acre (Israel),Acre (Israel),geographic
/subjects/35205,Immigrants -- China -- Shanghai,Immigrants;China;Shanghai,topical;geographic;geographic
/subjects/30007,Skryhiczyn (Poland),Skryhiczyn (Poland),geographic
/subjects/35090,Gifhorn (Germany),Gifhorn (Germany),geographic
/subjects/37557,Wezembeek-Oppem (Belgium),Wezembeek-Oppem (Belgium),geographic
/subjects/30292,Kaposvár (Hungary),Kaposvár (Hungary),geographic
/subjects/37107,"Saint-Ouen (Seine-Saint-Denis, France)","Saint-Ouen (Seine-Saint-Denis, France)",geographic
/subjects/28358,Vyšné Nemecké (Slovakia),Vyšné Nemecké (Slovakia),geographic
/subjects/40939,Josefsthal (Austria),Josefsthal (Austria),geographic
/subjects/22305,Kremenet︠s︡ʹ (Ukraine),Kremenet︠s︡ʹ (Ukraine),geographic
/subjects/36716,Dordrecht (Netherlands),Dordrecht (Netherlands),geographic
/subjects/28708,"Kunów (Województwo Świętokrzyskie, Poland)","Kunów (Województwo Świętokrzyskie, Poland)",geographic
/subjects/36203,"Warsaw (Poland) -- History -- Uprising, 1944","Warsaw (Poland);History;Uprising, 1944",geographic;topical;temporal
/subjects/25585,Tiszapüspöki (Hungary),Tiszapüspöki (Hungary),geographic
/subjects/27042,Metković (Croatia),Metković (Croatia),geographic
/subjects/31895,Žilina (Slovakia),Žilina (Slovakia),geographic
/subjects/40485,Muiderberg (Netherlands),Muiderberg (Netherlands),geographic
/subjects/27941,Japan,Japan,geographic
/subjects/41447,Hillersleben (Germany),Hillersleben (Germany),geographic
/subjects/30857,"Koszyce (Województwo Małopolskie, Poland)","Koszyce (Województwo Małopolskie, Poland)",geographic
/subjects/38837,Jews -- Poland -- Dębica,Jews;Poland;Dębica,topical;geographic;geographic
/subjects/32493,Czechoslovakia -- Politics and government -- 1945-1992,Czechoslovakia;Politics and government;1945-1992,geographic;topical;temporal
/subjects/40256,Aryan side,Aryan side,topical
/subjects/23282,Dudince (Slovakia),Dudince (Slovakia),geographic
/subjects/24547,Leipheim (Germany),Leipheim (Germany),geographic
